City,Country,Code,International code
Bellary,India,BEP,VOBI
Belleville,United States,BLV,KBLV
Bellingham,United States,BLI,KBLI
Belmopan,Belize,\N,PABV
Belo Horizonte,Brazil,PLU,SBBH
Belo Horizonte,Brazil,CNF,SBCF
Belo sur Tsiribihina,Madagascar,BMD,FMML
Beloyarsky,Russia,EYK,USHY
Bembridge,United Kingdom,BBP,EGHJ
Bemidji,United States,BJI,KBJI
Ben Slimane,Morocco,GMD,GMMB
Benbecula,United Kingdom,BEB,EGPL
Bend,United States,\N,KBDN
Bendigo,Australia,BXG,YBDG
Benesov,Czech Republic,\N,LKBE
Bengaluru,India,\N,VOJK
Bengassi,Mali,\N,GA46
Bengbu,China,BFU,ZSBB
Benghazi,Libya,BEN,HLLB
Bengkulu,Indonesia,BKS,WIPL
Benguela,Angola,BUG,FNBG
Beni,Congo (Kinshasa),BNC,FZNP
Beni Mellal,Morocco,BEM,GMMD
Beni Suef,Egypt,\N,HEBS
Benin,Nigeria,BNI,DNBE
Benson,United Kingdom,BEX,EGUB
Benton,United States,\N,KSUZ
Bentonville,United States,XNA,KXNA
Bentonville,United States,\N,KVBT
Bequia,Saint Vincent and the Grenadines,BQU,TVSB
Berbera,Somalia,BBO,HCMI
Berberati,Central African Republic,BBT,FEFT
Berdyansk,Ukraine,ERD,UKDB
Berens River,Canada,YBV,CYBV
Berezniki,Russia,\N,USPT
Berezovo,Russia,EZV,USHB
Bergamo,Italy,BGY,LIME
Bergen,Norway,BGO,ENBR
Bergerac,France,EGC,LFBE
Berkeley Springs,United States,\N,KW35
Berlevag,Norway,BVG,ENBV
Berlin,Germany,SXF,EDDB
Berlin,Germany,THF,EDDI
Berlin,Germany,TXL,EDDT
Bermejo,Bolivia,BJO,SLBJ
Bermuda,Bermuda,BDA,TXKF
Bern,Switzerland,BRN,LSZB
Bertrix,Belgium,\N,EBBX
Beru Island,Kiribati,BEZ,NGBR
Besalampy,Madagascar,BPY,FMNQ
Besancon-la-veze,France,\N,LFQM
Beslan,Russia,OGZ,URMO
Bessemer,United States,\N,KEKY
Bethel,United States,BET,PABE
Bethlehem,South Africa,\N,FABM
Bettles,United States,BTT,PABT
Beverly,United States,BVY,KBVY
Beziers,France,BZR,LFMU
Bhagtanwala,Pakistan,BHW,OPBG
Bhairawa,Nepal,BWA,VNBW
Bharatpur,Nepal,BHR,VNBP
Bhatinda,India,BUP,VIBT
Bhaunagar,India,BHU,VABV
Bhiwani,India,\N,VIBW
Bhojpur,Nepal,BHP,VNBJ
Bhopal,India,BHO,VABP
Bhubaneswar,India,BBI,VEBS
Bhuj,India,BHJ,VABJ
Bia?a Podlaska,Poland,BXP,EPBP
Biak,Indonesia,BIK,WABB
Biarritz-bayonne,France,BIQ,LFBZ
Biberach,Germany,\N,EDMB
Bidar,India,\N,VOBR
Biel,Switzerland,\N,LSZP
Bielefeld,Germany,BFE,EDLI
Biella (BI),Italy,\N,LILE
Bielsko-Biala,Poland,\N,EPBA
Big Mountain,United States,BMX,PABM
Big Piney,United States,BPI,KBPI
Big Timber,United States,\N,K6S0
Big Trout Lake,Canada,YTL,CYTL
Biggin Hill,United Kingdom,BQH,EGKB
Bijie,China,BFJ,ZUBJ
Bikaner,India,BKB,VIBK
Bilaspur,India,PAB,VABI
Bilbao,Spain,BIO,LEBB
Bildudalur,Iceland,BIU,BIBD
Biliran,Philippines,\N,RPVQ
Billings,United States,BIL,KBIL
Billund,Denmark,BLL,EKBI
Biloela,Australia,THG,YTNG
Biloxi,United States,BIX,KBIX
Bima,Indonesia,BMU,WADB
Binghamton,United States,BGM,KBGM
Bingol,Turkey,BGG,LTCU
Bintulu,Malaysia,BTU,WBGB
Bintuni,Indonesia,NTI,WASB
Bir Moghrein,Mauritania,\N,GQPT
Biratnagar,Nepal,BIR,VNVT
Birburg,Germany,BBJ,EDRB
Bird Island,Seychelles,BDI,FSSB
Birdsville,Australia,BVI,YBDV
Birjand,Iran,XBJ,OIMB
Birmingham,United Kingdom,BHX,EGBB
Birmingham,United States,BHM,KBHM
Birnin Kebbi,Nigeria,\N,DNBK
Birrfeld,Switzerland,\N,LSZF
Bisha,Saudi Arabia,BHH,OEBH
Bishkek,Kyrgyzstan,FRU,UAFM
Bisho,South Africa,BIY,FABE
Bishop,United States,BIH,KBIH
Biskra,Algeria,BSK,DAUB
Bismarck,United States,BIS,KBIS
Bissau,Guinea-Bissau,OXB,GGOV
Bitam,Gabon,BMM,FOOB
Biysk,Russia,\N,UNBI
Bizerte,Tunisia,\N,DTTB
Björkvik,Sweden,\N,ESKX
Black Point,Bahamas,\N,MYEB
Black Tickle,Canada,YBI,CCE4
Blackall,Australia,BKQ,YBCK
Blackbushe,United Kingdom,BBS,EGLK
Blackpool,United Kingdom,BLK,EGNH
Blackwater,Australia,BLT,YBTR
Blagoveschensk,Russia,BQS,UHBB
Blantyre,Malawi,BLZ,FWCL
Blida,Algeria,QLD,DAAB
Block Island,United States,BID,KBID
Bloemfontein,South Africa,BFN,FABL
Bloemfontein,South Africa,\N,FATP
Blois/Le Breuil,France,\N,LFOQ
Bloomington,United States,BMI,KBMI
Bloomington,United States,BMG,KBMG
Blue River,Canada,\N,CYCP
Bluefield,United States,BLF,KBLF
Bluefields,Nicaragua,BEF,MNBL
BLUMENAU,Brazil,BNU,SSBL
Blythe,United States,BLH,KBLH
Blytheville,United States,BYH,KBYH
Bo,Sierra Leone,KBS,GFBO
Boa Vista,Cape Verde,BVC,GVBA
Boa Vista,Brazil,BVB,SBBV
Bob Quinn Lake,Canada,YBO,CBW4
Bobo-dioulasso,Burkina Faso,BOY,DFOO
Boca Raton,United States,BCT,KBCT
Bocas Del Toro,Panama,BOC,MPBO
Bodaibo,Russia,ODO,UIKB
Bodinumu,Papua New Guinea,BNM,AYBD
Bodo,Norway,BOO,ENBO
Bodrum,Turkey,BXN,LTBV
Bodrum,Turkey,BJV,LTFE
Boende,Congo (Kinshasa),BNB,FZGN
Bogorodskoe,Russia,BQG,UHNB
Bogota,Colombia,BOG,SKBO
Boigu,Australia,GIC,YBOI
Bointo,Brazil,BYO,SJDB
Boise,United States,BOI,KBOI
Bojnourd,Iran,BJB,OIMN
Bokaro,India,\N,VEBK
Bokepyin,Burma,VBP,VYBP
Bokondini-Papua Island,Indonesia,BUI,WAJB
Bole,China,BPL,ZWAX
Bolivar,Argentina,\N,SAZI
Bologna,Italy,BLQ,LIPE
Bolzano,Italy,BZO,LIPB
Bom Jesus Da Lapa,Brazil,LAZ,SBLP
Boma,Congo (Kinshasa),BOA,FZAJ
Bonanza,Nicaragua,BZA,MNBZ
Bonaventure,Canada,YVB,CYVB
Bonnyville,Canada,YBY,CYBF
Bonthe,Sierra Leone,BTE,GFBN
Bor,Russia,TGP,UNIP
Bora Bora,French Polynesia,BOB,NTTB
Borba,Brazil,RBB,SWBR
Bordeaux,France,BOD,LFBD
Bordj Badji Mokhtar,Algeria,BMW,DATM
Bordj El Amri,Tunisia,\N,DTTI
Borger,United States,BGD,KBGD
Borkum,Germany,BMK,EDWR
Borlange,Sweden,BLE,ESSD
Borongan,Philippines,\N,RPVW
Borroloola,Australia,BOX,YBRL
Bosaso,Somalia,BSA,HCMF
Boscombe Down,United Kingdom,\N,EGDM
Bosschenhoofd,Netherlands,\N,EHSE
Boston,United States,BOS,KBOS
Bothaville,South Africa,\N,FABO
Botucatu,Brazil,QCJ,SDBK
Bou Saada,Algeria,BUJ,DAAD
Bou Sfer,Algeria,\N,DAOE
Bouake,Cote d'Ivoire,BYK,DIBK
Bouarfa,Morocco,UAR,GMFB
Boufarik,Algeria,\N,DAAK
Bougouni,Mali,\N,GABG
Boulder,United States,WBU,KBDU
Boulia,Australia,BQL,YBOU
Boundary Bay,Canada,YDT,CZBB
Bourg,France,\N,LFHS
Bourgas,Bulgaria,BOJ,LBBG
Bourges,France,BOU,LFLD
Bourke,Australia,BRK,YBKE
Bournemouth,United Kingdom,BOH,EGHH
Boven Digoel,Indonesia,TMH,WAKT
Bowen,Australia,ZBO,YBWN
Bowling Green,United States,BWG,KBWG
Bozeman,United States,BZN,KBZN
Brac,Croatia,BWK,LDSB
Bradford,United States,BFD,KBFD
Bradshaw Field,United States,BSF,PHSF
Brady,United States,BBD,KBBD
Braga,Portugal,BGZ,LPBR
Braganca,Portugal,BGC,LPBG
Braganca Paulista,Brazil,BJP,SBBP
Brainerd,United States,BRD,KBRD
Brakpan,South Africa,\N,FABB
Brampton,Canada,\N,CNC3
Brampton Island,Australia,BMP,YBPI
Brandon,Canada,YBR,CYBR
Branson,United States,BKG,KBBG
Brantford,Canada,\N,CYFD
Brasilia,Brazil,BSB,SBBR
Brasov,Romania,\N,LRBG
Bratislava,Slovakia,BTS,LZIB
Bratsk,Russia,BTK,UIBB
Braunschweig,Germany,BWE,EDVE
Brawdy,United Kingdom,\N,EGDA
Brazzaville,Congo (Brazzaville),BZV,FCBB
Breckenridge,United States,BKD,KBKD
Bremen,Germany,BRE,EDDW
Bremerhaven,Germany,BRV,EDWB
Bremerton,United States,PWT,KPWT
Bremgarten,Germany,\N,EDTG
Brenham,United States,\N,K11R
Brescia,Italy,VBS,LIPO
Bressaucourt-Porrentruy,Switzerland,\N,LSZQ
Brest,France,BES,LFRB
Brest,Belarus,BQT,UMBB
Breves,Brazil,BVS,SNVS
Brevig Mission,United States,KTS,PFKT
Bridgetown,Barbados,BGI,TBPB
Brienne-le Chateau,France,\N,LFFN
Brigham City,United States,BMC,KBMC
Brilon,Germany,\N,EDKO
Brindisi,Italy,BDS,LIBR
Brisbane,Australia,ACF,YBAF
Brisbane,Australia,BNE,YBBN
Bristol,United Kingdom,BRS,EGGD
Bristol,United Kingdom,FZO,EGTG
BRISTOL,United States,TRI,KTRI
Brits,South Africa,\N,FABS
Brive,France,BVE,LFSL
Brize Norton,United Kingdom,BZZ,EGVN
Brno,Czech Republic,BRQ,LKTB
Brochet,Canada,YBT,CYBT
Brockman,Australia,OCM,YBGD
Broken Hill,Australia,BHQ,YBHI
Bromont,Canada,ZBM,CZBM
Bronnoysund,Norway,BNN,ENBN
Brookneal,United States,\N,K0V4
Broome,Australia,BME,YBRM
Broomfield-CO,United States,BJC,KBJC
Brough,United Kingdom,\N,EGNB
Broughton Island,Canada,YVM,CYVM
Brownsville,United States,BRO,KBRO
Brueckeburg,Germany,\N,ETHB
Brunswick,United States,BQK,KBQK
Brunswick,United States,SSI,KSSI
Brunswick,United States,NHZ,KNHZ
Brus Laguna,Honduras,BHG,MHBL
Brussels,Belgium,BRU,EBBR
Brusselton,Australia,BQB,YBLN
Bryan,United States,CFD,KCFD
Bryansk,Russia,BZK,UUBP
Bryce Canyon,United States,BCE,KBCE
Buariki,Kiribati,AAK,NGUK
Buattifel,Libya,\N,HLFL
Bubaque,Guinea-Bissau,BQE,GGBU
Bubovice,Czech Republic,\N,LKBU
Bucaramanga,Colombia,BGA,SKBG
Bucharest,Romania,BBU,LRBS
Bucharest,Romania,OTP,LROP
Buckeye,United States,BXK,KBXK
Buckland,United States,BKC,PABL
Buckley,United States,BFK,KBKF
Budaoers,Hungary,\N,LHBS
Budapest,Hungary,BUD,LHBP
Budapest,Hungary,\N,LHTL
Budd Coast,Antarctica,\N,YWKS
Buechel,Germany,\N,ETSB
Buenaventura,Colombia,BUN,SKBU
Buenos Aires,Costa Rica,BAI,MRBA
Buenos Aires,Argentina,AEP,SABE
Buenos Aires,Argentina,EZE,SAEZ
Buffalo,United States,BUF,KBUF
Buffalo Narrows,Canada,YVT,CYVT
Bugulma,Russia,UUA,UWKB
Buguruslan,Russia,\N,UWWB
Bujumbura,Burundi,BJM,HBBA
Buka Island,Papua New Guinea,BUA,AYBK
Bukavu/kavumu,Congo (Kinshasa),BKY,FZMA
Bukhara,Uzbekistan,BHK,UTSB
Bukoba,Tanzania,BKZ,HTBU
Bulawayo,Zimbabwe,BUQ,FVBU
Bulgan,Mongolia,UGA,ZMBN
Bullocks Harbour,Bahamas,GHC,MYBG
Bulolo,Papua New Guinea,BUL,AYBU
Bumba,Congo (Kinshasa),BMB,FZFU
Bumi Hills,Zimbabwe,BZH,FVBM
Bunbury,Australia,BUY,YBUN
Bundaberg,Australia,BDB,YBUD
Bungle Bungle,Australia,\N,YBUU
Bungoma,Kenya,\N,HKBU
Bunia,Congo (Kinshasa),BUX,FZKA
Bunyu,Indonesia,BYQ,WALV
Buochs,Switzerland,BXO,LSZC
Buol,Indonesia,UOL,WAMY
Buonmethuot,Vietnam,BMV,VVBM
Bura,Kenya,\N,HKBR
Burao,Somalia,BUO,HCMV
Burbank,United States,BUR,KBUR
Burg,Germany,\N,EDBG
Burg Feuerstein,Germany,URD,EDQE
Burgos,Spain,RGS,LEBG
Buri Ram,Thailand,BFV,VTUO
Burketown,Australia,BUC,YBKT
Burley,United States,BYI,KBYI
Burlington,United States,BTV,KBTV
Burlington,United States,BRL,KBRL
Burlington,Canada,\N,CZBA
Burlington,United States,\N,KBUY
Burlington,United States,\N,KBUU
Burnie,Australia,BWT,YWYY
Burns,United States,BNO,KBNO
Burqin,China,KJI,ZWKN
Bursa,Turkey,BTZ,LTBE
Burton-on-Trent,United Kingdom,\N,EGBM
Buru Island,Indonesia,NRE,WAPG
Burwash,Canada,YDB,CYDB
Busan,South Korea,PUS,RKPK
Bush Field,United States,AGS,KAGS
Bushehr,Iran,BUZ,OIBB
Busia,Kenya,\N,HKBA
Busuanga,Philippines,USU,RPVV
Büsum,Germany,HEI,EDXB
Buta Zega,Congo (Kinshasa),BZU,FZKJ
Butaritari,Kiribati,BBG,NGTU
Butte,United States,BTM,KBTM
Butterworth,Malaysia,BWH,WMKB
Butuan,Philippines,BXU,RPME
Buzios,Brazil,BZC,SBBZ
Byaroza,Belarus,\N,UMMO
Bydgoszcz,Poland,BZG,EPBY
Ca Mau,Vietnam,CAH,VVCM
Caballococha,Peru,\N,SPBC
Cabinda,Angola,CAB,FNCA
Cabo Frio,Brazil,CFB,SBCB
Cabo Rojo,Dominican Republic,CBJ,MDCR
Cabo San Lucas,Mexico,\N,MMSL
Cacador,Brazil,CFC,SBCD
Caceres,Brazil,CCX,SWKC
Cacoal,Brazil,OAL,SSKW
Caen,France,CFR,LFRK
Caernarfon,United Kingdom,\N,EGCK
Cagayan de Oro City,Philippines,CGY,RPMY
Cagliari,Italy,CAG,LIEE
Cahors,France,ZAO,LFCC
Cahul,Moldova,\N,LUCH
Caicara De Orinoco,Venezuela,CXA,SVCD
Cairns,Australia,CNS,YBCS
Cairo,Egypt,CAI,HECA
Cairo,Egypt,CWE,HECW
Cairo,Egypt,\N,HEAZ
Cajamarca,Peru,CJA,SPJR
Calabar,Nigeria,CBQ,DNCA
Calabozo,Venezuela,CLZ,SVCL
Calais,France,CQF,LFAC
Calama,Chile,CJC,SCCF
Calbayog City,Philippines,CYP,RPVC
Caldas Novas,Brazil,CLV,SBCN
Caldera,Chile,\N,SCCL
Caldwell,United States,CDW,KCDW
Calexico,United States,CXL,KCXL
Calgary,Canada,YYC,CYYC
Calgary,Canada,\N,CYBW
Calhoun,United States,\N,KCZL
Cali,Colombia,CLO,SKCL
Calicut,India,CCJ,VOCL
Caloundra,Australia,CUD,YCDR
Calvi,France,CLY,LFKC
Calvinia,South Africa,\N,FACV
Camaguey,Cuba,CMW,MUCM
Camarillo - CA,United States,\N,KCMA
Cambrai,France,\N,LFQI
Cambria,United States,\N,66CA
Cambridge,United Kingdom,CBG,EGSC
Cambridge Bay,Canada,YCB,CYCB
Camden,Australia,CDU,YSCN
Camden,United States,CDN,KCDN
Cameri,Italy,\N,LIMN
Camiguin,Philippines,CGM,RPMH
Camilla,United States,\N,KCXU
Camp Bastion,Afghanistan,OAZ,OAZI
Camp Douglas,United States,VOK,KVOK
Camp Springs,United States,ADW,KADW
Campbell River,Canada,YBL,CYBL
Campbeltown,United Kingdom,CAL,EGEC
Campeche,Mexico,CPE,MMCP
Câmpia Turzii,Romania,\N,LRCT
Campina Grande,Brazil,CPV,SBKG
Campinas,Brazil,VCP,SBKP
Campinas,Brazil,CPQ,SDAM
Campo Grande,Brazil,CGR,SBCG
Campos,Brazil,CAW,SBCP
Can Tho,Vietnam,VCA,VVCT
Canaima,Venezuela,CAJ,SVCN
Canakkale,Turkey,CKZ,LTBH
Canarana,Brazil,CQA,SWEK
Canberra,Australia,CBR,YSCB
Cancun,Mexico,CUN,MMUN
Canefield,Dominica,DCF,TDCF
Cangyuan,China,CWJ,ZPCW
Canmore,Canada,\N,CEW9
Cannes,France,CEQ,LFMD
Canouan Island,Saint Vincent and the Grenadines,CIW,TVSC
Canton Island,Kiribati,CIS,PCIS
Cap Haitien,Haiti,CAP,MTCH
Cap Skiring,Senegal,CSK,GOGS
Cap Town,South Africa,\N,FADW
Cape Dorset,Canada,YTE,CYTE
Cape Girardeau,United States,CGI,KCGI
Cape Lisburne,United States,LUR,PALU
Cape Newenham,United States,EHM,PAEH
Cape Romanzof,United States,CZF,PACZ
Cape Town,South Africa,CPT,FACT
Capurgana,Colombia,CPB,SKCA
Caracas,Venezuela,\N,SVCS
Caracas,Venezuela,CCS,SVMI
Caracas,Venezuela,\N,SVFM
Caransebes,Romania,CSB,LRCS
Carauari,Brazil,CAF,SWCA
Caravelas,Brazil,CRQ,SBCV
Carbondale/Murphysboro,United States,MDH,KMDH
Carcassonne,France,CCF,LFMK
Cardiff,United Kingdom,CWL,EGFF
Carefree,United States,\N,18AZ
Carepa,Colombia,APO,SKLC
Caribou,United States,CAR,KCAR
Carlisle,United Kingdom,CAX,EGNC
Carlsbad,United States,CNM,KCNM
Carlsbad,United States,CLD,KCRQ
Carnarvon,Australia,CVQ,YCAR
Carnicobar,India,CBD,VOCX
Carolina,Brazil,CLN,SBCI
Carora,Venezuela,VCR,SVCO
Carpentras,France,\N,LFNH
Carrillo,Costa Rica,PLD,MRCR
Carrizal,Venezuela,\N,SVCZ
Carrollton,United States,\N,KCTJ
Cartagena,Colombia,CTG,SKCG
Cartago,Colombia,CRC,SKGO
Cartersville,United States,\N,KVPC
Cartwright,Canada,YRF,CYCA
Caruaru,Brazil,CAU,SNRU
Carupano,Venezuela,CUP,SVCP
Casa Grande,United States,CGZ,KCGZ
Casablanca,Morocco,CMN,GMMN
Casale Monferrato,Italy,\N,LILM
Cascais,Portugal,CAT,LPCS
Cascavel,Brazil,CAC,SBCA
Casement,Ireland,\N,EIME
Caslav,Czech Republic,\N,LKCV
Casper,United States,CPR,KCPR
Cassagnes-beghones,France,\N,LFIG
Castellón de la Plana,Spain,CDT,LEDS
Castelo Branco,Portugal,\N,LPCB
Castlegar,Canada,YCG,CYCG
Castres,France,DCM,LFCK
Castries,Saint Lucia,SLU,TLPC
Castro,Chile,MHC,SCPQ
Cat Island,Bahamas,TBI,MYCB
Cat Lake,Canada,YAC,CYAC
Catalina Island,United States,AVX,KAVX
Catamarca,Argentina,CTC,SANC
Catania,Italy,CTA,LICC
Catarman,Philippines,CRM,RPVF
Catbalogan City,Philippines,\N,RPVY
Caticlan,Philippines,MPH,RPVE
Catumbela,Angola,CBT,FNCT
Cauayan,Philippines,CYZ,RPUY
Caucasia,Colombia,CAQ,SKCU
Caxias Do Sul,Brazil,CXJ,SBCX
Cayenne,French Guiana,CAY,SOCA
Cayes,Haiti,CYA,MTCA
Cayman Brac,Cayman Islands,CYB,MWCB
Cayo Coco,Cuba,\N,MUOC
Cayo Largo del Sur,Cuba,CYO,MUCL
Cayo Santa Maria,Cuba,BWW,MUBR
Cazaux,France,\N,LFBC
Cebu,Philippines,CEB,RPVM
Cedar City,United States,CDC,KCDC
Cedar Rapids,United States,CID,KCID
Ceduna,Australia,CED,YCDU
Ceiba,Puerto Rico,NRR,TJRV
Celaya,Mexico,CYW,MMCY
Celle,Germany,ZCN,ETHC
Celle,Germany,\N,EDVC
Central,United States,CEM,PACE
Centralia,Canada,YCE,CYCE
Centre,United States,\N,KPYP
Cepin,Croatia,\N,LDOC
Cerklje,Slovenia,\N,LJCE
Cervia,Italy,\N,LIPC
Ceske Budejovice,Czech Republic,\N,LKCS
Cessnock,Australia,CES,YCNK
Chacarita,Costa Rica,JAP,MRCH
Chachapoyas,Peru,CHH,SPPY
Chadron,United States,CDR,KCDR
Chaghcharan,Afghanistan,CCN,OACC
Chah Bahar,Iran,ZBR,OIZC
Chaiten,Chile,WCH,SCTN
Chalkyitsik,United States,CIK,PACI
Chalon,France,\N,LFLH
Chalons,France,XCR,LFOK
Chalsgrove,United Kingdom,\N,EGLJ
Chambery,France,CMF,LFLB
Chambery,France,\N,LFLE
Champaign,United States,CMI,KCMI
Chañaral,Chile,CNR,SCRA
Chandigarh,India,IXC,VICG
Chandler,United States,\N,KCHD
Chandragarhi,Nepal,BDP,VNCG
Changcha,China,CSX,ZGHA
Changchun,China,CGQ,ZYCC
Changde,China,CGD,ZGCD
Changhai,China,CNI,ZYCH
Changsha,China,\N,ZGCS
Changuinola,Panama,CHX,MPCH
Changzhi,China,CIH,ZBCZ
Changzhou,China,CZX,ZSCG
Chania,Greece,CHQ,LGSA
Chanute,United States,CNU,KCNU
Chaoyang,China,CHG,ZYCY
Chapacura,Bolivia,CCA,SLCH
Chapada dos Guimaraes,Brazil,\N,SWPL
Chapeco,Brazil,XAP,SBCH
Chapel Hill,United States,\N,KIGX
Chapleau,Canada,YLD,CYLD
Chara,Russia,\N,UIAR
Chardzhou,Turkmenistan,CRZ,UTAV
Charelvoix,United States,\N,KCVX
Charleroi,Belgium,CRL,EBCI
Charles City,United States,CCY,KCCY
Charleston,United States,CHS,KCHS
Charleston,United States,CRW,KCRW
Charleston,United States,\N,KJZI
Charlestown,Saint Kitts and Nevis,NEV,TKPN
Charleville,France,XCZ,LFQV
Charlevoix,Canada,YML,CYML
Charlieville,Australia,CTL,YBCV
Charlo,Canada,YCL,CYCL
Charlotte,United States,CLT,KCLT
Charlotte Amalie,Virgin Islands,SPB,VI22
Charlottesville VA,United States,CHO,KCHO
Charlottetown,Canada,YYG,CYYG
Charlottetown,Canada,\N,CCH4
Chateaudun,France,\N,LFOC
Chateauroux,France,CHR,LFLX
Chateau-Thierry,France,\N,LFFH
Chatham,Canada,YCH,CYCH
Chatham Island,New Zealand,CHT,NZCI
Chatsworth,Australia,CWT,YCWR
Chattanooga,United States,CHA,KCHA
Chaybukha,Russia,\N,UHMG
Cheboksary,Russia,CSY,UWKS
Cheboygan,United States,\N,KSLH
Chefornak,United States,CYF,PACK
Chehalis,United States,CLS,KCLS
Cheju,South Korea,CJU,RKPC
Chelkar,Kazakhstan,\N,UATR
Chelyabinsk,Russia,CEK,USCC
Chenega,United States,NCN,PFCB
Chengde,China,CDE,ZBCD
Chengdu,China,CTU,ZUUU
Cheraw,United States,HCW,KCQW
Cherbourg,France,CER,LFRC
Cherepovets,Russia,CEE,ULBC
Cherkassy,Ukraine,CKC,UKKE
Chernigov,Ukraine,CEJ,UKRR
Chernovtsk,Ukraine,CWC,UKLN
Cherry Point,United States,\N,KNKT
Cherskiy,Russia,CYX,UESS
Chesterfield Inlet,Canada,YCS,CYCS
Chetumal,Mexico,CTM,MMCM
Chetwynd,Canada,YCQ,CYCQ
Chevak,United States,VAK,PAVA
Chevery,Canada,YHR,CYHR
Cheyenne,United States,CYS,KCYS
Chiang Mai,Thailand,CNX,VTCC
Chiang Rai,Thailand,CEI,VTCT
Chiayi,Taiwan,CYI,RCKU
Chibougamau,Canada,YMT,CYMT
Chicago,United States,MDW,KMDW
Chicago,United States,UGN,KUGN
Chicago,United States,ORD,KORD
Chicago,United States,CGX,KCGX
Chicago-Wheeling,United States,PWK,KPWK
Chichen Itza,Mexico,CZA,MMCT
Chiclayo,Peru,CIX,SPHI
Chico,United States,CIC,KCIC
Chicopee Falls,United States,CEF,KCEF
Chievres,Belgium,\N,EBCV
Chifeng,China,CIF,ZBCF
Chihuahua,Mexico,CUU,MMCU
Childress,United States,CDS,KCDS
Chile Chico,Chile,CCH,SCCC
Chilecito,Argentina,\N,SANO
Chillan,Chile,YAI,SCCH
Chilliwack,Canada,YCW,CYCW
Chilpancingo,Mexico,\N,MMCH
Chimbote,Peru,CHM,SPEO
Chimkent,Kazakhstan,CIT,UAII
Chimoio,Mozambique,VPY,FQCH
China Lake,United States,\N,KNID
Chinchilla,Australia,CCL,YCCA
Chinhae,South Korea,CHF,RKPE
Chino,United States,CNO,KCNO
Chios,Greece,JKH,LGHI
Chipata,Zambia,CIP,FLCP
Chiredzi,Zimbabwe,BFO,FVCZ
Chisasibi,Canada,YKU,CSU2
Chisinau,Moldova,KIV,LUKK
Chita,Russia,HTA,UIAA
Chitose,Japan,\N,RJCJ
Chitral,Pakistan,CJL,OPCH
Chitré,Panama,CTD,MPCE
Chittagong,Bangladesh,CGP,VGEG
Chivenor,United Kingdom,\N,EGDC
Chizhou,China,JUH,ZSJH
Choibalsan,Mongolia,COQ,ZMCD
Choiseul Bay,Solomon Islands,CHY,AGGC
Chokurdah,Russia,CKH,UESO
Cholet,France,CET,LFOU
Chongjin,North Korea,RGO,ZKHM
Chongju,South Korea,CJJ,RKTU
Chongqing,China,CKG,ZUCK
Chosmadal,Argentina,HOS,SAHC
Christchurch,New Zealand,CHC,NZCH
Christmas Island,Christmas Island,XCH,YPXM
Christmas Valley,United States,\N,K62S
Chu Lai,Vietnam,VCL,VVCA
Chuathbaluk,United States,CHU,PACH
Chub Cay,Bahamas,CCZ,MYBC
Chumphon,Thailand,CJM,VTSE
Church Fenton,United Kingdom,\N,EGXG
Churchill,Canada,YYQ,CYYQ
Churchill Falls,Canada,ZUM,CZUM
Chuuk,Micronesia,TKK,PTKK
Cicia,Fiji,ICI,NFCI
Ciego De Avila,Cuba,AVI,MUCA
Cienfuegos,Cuba,CFG,MUCF
Cilacap,Indonesia,CXP,WIHL
Cimei,Taiwan,CMJ,RCCM
Cincinnati,United States,CVG,KCVG
Cincinnati,United States,LUK,KLUK
Circle,United States,IRC,PACR
Cirebon,Indonesia,CBN,WICD
City,Country,IATA,ICAO
Ciudad Acuna,Mexico,ACN,MMCC
Ciudad Bolivar,Venezuela,CBL,SVCB
Ciudad Constitución,Mexico,CUA,MMDA
Ciudad Del Carmen,Mexico,CME,MMCE
Ciudad del Este,Paraguay,AGT,SGES
Ciudad Juarez,Mexico,CJS,MMCS
Ciudad Obregon,Mexico,CEN,MMCN
Ciudad Real,Spain,CQM,LERL
Ciudad Victoria,Mexico,CVM,MMCV
Cizre,Turkey,NKT,LTCV
Clarence Bain,Bahamas,MAY,MYAB
Clarenville,Canada,\N,CCZ3
Claris,New Zealand,GBZ,NZGB
Clarks Point,United States,CLP,PFCL
Clarksburg,United States,CKB,KCKB
Clarksville,United States,CKV,KCKV
Clarksville,United Arab Emirates,\N,KW63
Clear Mews,United States,\N,PACL
Clearfield,United States,\N,KFIG
Clearwater,United States,CLW,KCLW
Clementia,Ecuador,\N,SECM
Clemson,United States,CEU,KCEU
Clermont,Australia,CMQ,YCMT
Clermont-Ferrand,France,CFE,LFLC
Cleveland,United States,CLE,KCLE
Cleveland,United States,BKL,KBKL
Cleveland,United States,HDI,KHDI
Clinton,United States,CWI,KCWI
Clinton,United States,CSM,KCSM
Cloncurry,Australia,CNJ,YCCY
Cloudbreak,Australia,KFE,YFDF
Clovis,United States,CVS,KCVS
Clovis,United States,CVN,KCVN
Club Makokola,Malawi,CMK,FWCM
Cluj-napoca,Romania,CLJ,LRCL
Clyde River,Canada,YCY,CYCY
Coari,Brazil,CIZ,SWKO
Coatesville,United States,CTH,KMQS
Coban,Guatemala,CBV,MGCB
Cobar,Australia,CAZ,YCBA
Cobija,Bolivia,CIJ,SLCO
Coca,Ecuador,OCC,SECO
Cochabamba,Bolivia,CBB,SLCB
Cochrane,Canada,YCN,CYCN
Cochrane,Chile,\N,SCHR
